,Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Touches,FantPt/Touch
383,372,C.J. Ham,MIN,RB,28,17,8,0,0,0,0,0,7,34,4.86,0,18,17,125,7.35,0,0,0,0,,,16,32.9,35.9,24.4,,107,,24.0,0.6666666666666666
384,373,N'Keal Harry,NWE,WR,24,12,4,0,0,0,0,0,0,0,,0,22,12,184,15.33,0,1,1,0,,,16,28.4,32.4,22.4,,144,,12.0,1.3333333333333333
386,375,Terrace Marshall Jr.,CAR,WR,21,13,3,0,0,0,0,0,0,0,,0,30,17,138,8.12,0,0,0,0,1,,16,32.8,35.8,24.3,,148,,17.0,0.9411764705882353
387,376,Qadree Ollison,ATL,RB,25,8,0,0,0,0,0,0,21,105,5.00,1,6,4,12,3.00,0,1,1,1,,,16,19.7,23.7,17.7,,108,,25.0,0.64
389,378,Pharaoh Brown,HOU,TE,27,15,12,0,0,0,0,0,0,0,,0,34,23,171,7.43,0,1,1,0,,,15,38.1,42.1,26.6,,66,,23.0,0.6521739130434783
390,379,Alec Ingold,LVR,RB,25,9,3,0,0,0,0,0,2,1,0.50,0,12,10,85,8.50,1,0,0,1,,,15,24.6,24.6,19.6,,110,,12.0,1.25
391,380,Marcus Mariota,LVR,QB,28,10,0,1,2,4,0,0,13,87,6.69,1,0,0,0,,0,1,0,1,,,15,14.9,14.9,14.9,,55,,13.0,0.0
393,382,Larry Rountree,LAC,RB,22,12,0,0,0,0,0,0,36,87,2.42,1,2,1,-1,-1.00,0,0,0,1,,,15,15.6,15.6,15.1,,111,,37.0,0.40540540540540543
394,383,Trent Sherfield,SFO,WR,25,17,1,0,0,0,0,0,0,0,,0,20,9,87,9.67,1,0,0,1,,,15,23.7,23.7,19.2,,150,,9.0,0.0
396,385,Patrick Taylor,GNB,RB,23,9,0,0,0,0,0,0,23,89,3.87,1,2,2,3,1.50,0,0,0,1,,,15,17.2,17.2,16.2,,109,,25.0,0.6
399,388,Scott Miller,TAM,WR,24,9,0,0,0,0,0,0,2,43,21.50,1,9,5,38,7.60,0,0,0,1,,,14,19.1,19.1,16.6,,151,,7.0,0.0
400,389,Ty Montgomery,NOR,WR,28,14,3,0,0,0,0,0,15,44,2.93,0,26,16,95,5.94,0,0,0,0,,,14,29.9,29.9,21.9,,152,,31.0,0.45161290322580644
403,391,Wayne Gallman,2TM,RB,27,8,0,0,0,0,0,0,28,104,3.71,0,3,1,21,21.00,0,0,0,0,,,13,13.5,16.5,13.0,,114,,29.0,0.4482758620689655
404,392,Chris Manhertz,JAX,TE,29,17,10,0,0,0,0,0,0,0,,0,9,6,71,11.83,1,0,0,1,,,13,19.1,19.1,16.1,,68,,6.0,0.0
406,394,Denzel Mims,NYJ,WR,24,11,3,0,0,0,0,0,0,0,,0,23,8,133,16.63,0,0,0,0,,,13,21.3,24.3,17.3,,153,,8.0,0.0
407,395,Patrick Ricard,BAL,RB,27,13,11,0,0,0,0,0,2,4,2.00,0,13,8,63,7.88,1,0,0,1,,,13,20.7,20.7,16.7,,113,,10.0,1.3
408,396,Ben Skowronek,LAR,WR,24,14,1,0,0,0,0,0,0,0,,0,20,11,133,12.09,0,0,0,0,,,13,24.3,27.3,18.8,,154,,11.0,1.1818181818181819
409,397,Lee Smith,ATL,TE,34,16,6,0,0,0,0,0,0,0,,0,11,9,65,7.22,1,0,0,1,,,13,21.5,21.5,17.0,,69,,9.0,0.0
410,398,Kenny Stills,NOR,WR,29,13,4,0,0,0,0,0,1,1,1.00,0,23,6,68,11.33,1,0,0,1,,,13,18.9,18.9,15.9,,155,,7.0,0.0
411,399,Michael Burton,KAN,RB,29,16,0,0,0,0,0,0,8,26,3.25,1,3,3,31,10.33,0,0,0,1,,,12,14.7,14.7,13.2,,116,,11.0,1.0909090909090908
414,402,Jesse James,CHI,TE,27,14,9,0,0,0,0,0,0,0,,0,8,7,62,8.86,1,0,0,1,,,12,19.2,19.2,15.7,,70,,7.0,0.0
415,403,Joshua Kelley,LAC,RB,24,10,0,0,0,0,0,0,33,102,3.09,0,6,5,38,7.60,0,1,1,0,,,12,17.0,21.0,14.5,,115,,38.0,0.3157894736842105
416,404,Tom Kennedy,DET,WR,25,12,0,1,1,75,1,0,0,0,,0,10,6,54,9.00,0,0,0,0,,,12,18.4,18.4,15.4,,156,,6.0,0.0
417,405,Antony Auclair,HOU,TE,28,16,13,0,0,0,0,0,0,0,,0,5,5,47,9.40,1,0,0,1,,,11,15.7,15.7,13.2,,74,,5.0,0.0
419,407,Ross Dwelley,SFO,TE,26,17,2,0,0,0,0,0,0,0,,0,5,4,51,12.75,1,0,0,1,,,11,15.1,15.1,13.1,,72,,4.0,0.0
422,410,Kylen Granson,IND,TE,23,17,0,0,0,0,0,0,0,0,,0,15,11,106,9.64,0,0,0,0,,,11,21.6,24.6,16.1,,76,,11.0,1.0
423,411,Collin Johnson,NYG,WR,24,12,1,0,0,0,0,0,0,0,,0,21,11,105,9.55,0,0,0,0,,,11,21.5,24.5,16.0,,161,,11.0,1.0
425,413,Jalen Richard,LVR,RB,28,10,0,0,0,0,0,0,9,40,4.44,0,14,12,72,6.00,0,0,0,0,,,11,23.2,23.2,17.2,,117,,21.0,0.5238095238095238
426,414,Eric Saubert,DEN,TE,27,17,4,0,0,0,0,0,0,0,,0,12,8,47,5.88,1,0,0,1,,,11,18.7,18.7,14.7,,75,,8.0,0.0
427,415,Adam Shaheen,MIA,TE,27,12,7,0,0,0,0,0,0,0,,0,16,12,110,9.17,0,0,0,0,,,11,23.0,26.0,17.0,,73,,12.0,0.9166666666666666
428,416,Jeff Smith,NYJ,WR,24,12,3,0,0,0,0,0,1,-1,-1.00,0,17,8,113,14.13,0,0,0,0,,,11,19.2,22.2,15.2,,157,,9.0,0.0
429,417,Benny Snell Jr.,PIT,RB,23,17,0,0,0,0,0,0,36,98,2.72,0,4,2,13,6.50,0,0,0,0,,,11,13.1,13.1,12.1,,118,,38.0,0.2894736842105263
430,418,Equanimeous St. Brown,GNB,WR,25,13,2,0,0,0,0,0,3,14,4.67,0,17,9,98,10.89,0,0,0,0,,,11,20.2,20.2,15.7,,158,,12.0,0.9166666666666666
433,420,Blake Bell,KAN,TE,30,16,5,0,0,0,0,0,4,10,2.50,0,13,9,87,9.67,0,0,0,0,,,10,18.7,18.7,14.2,,79,,13.0,0.7692307692307693
434,421,Trinity Benson,DET,WR,24,8,2,0,0,0,0,0,0,0,,0,22,10,103,10.30,0,0,0,0,,,10,20.3,23.3,15.3,,162,,10.0,1.0
435,422,Jason Cabinda,DET,RB,25,14,4,0,0,0,0,0,3,23,7.67,0,7,4,16,4.00,1,0,0,1,,,10,13.9,13.9,11.9,,120,,7.0,0.0
436,423,Noah Gray,KAN,TE,22,16,1,0,0,0,0,0,0,0,,0,10,7,36,5.14,1,0,0,1,,,10,16.6,16.6,13.1,,80,,7.0,0.0
437,424,Chris Herndon,MIN,TE,25,16,5,0,0,0,0,0,0,0,,0,7,4,40,10.00,1,0,0,1,,,10,14.0,14.0,12.0,,78,,4.0,0.0
441,428,Tommy Sweeney,BUF,TE,26,13,3,0,0,0,0,0,0,0,,0,12,9,44,4.89,1,1,0,1,,,10,19.4,19.4,14.9,,77,,9.0,0.0
444,431,Josh Gordon,KAN,WR,30,12,7,0,0,0,0,0,0,0,,0,14,5,32,6.40,1,0,0,1,,,9,14.2,14.2,11.7,,166,,5.0,0.0
446,433,Deon Jackson,IND,RB,22,9,0,0,0,0,0,0,13,31,2.38,1,0,0,0,,0,0,0,1,,,9,9.1,9.1,9.1,,122,,13.0,0.6923076923076923
447,434,Andy Janovich,CLE,RB,28,13,3,0,0,0,0,0,2,0,0.00,1,4,3,9,3.00,0,0,0,1,1,,9,11.9,11.9,10.4,,124,,5.0,0.0
448,435,Sean McKeon,DAL,TE,24,9,2,0,0,0,0,0,0,0,,0,6,4,27,6.75,1,0,0,1,,,9,12.7,12.7,10.7,,81,,4.0,0.0
450,437,Keith Smith,ATL,RB,29,17,8,0,0,0,0,0,9,31,3.44,0,10,9,56,6.22,0,0,0,0,,,9,17.7,17.7,13.2,,125,,18.0,0.5
452,439,Alex Armah,2TM,RB,27,11,2,0,0,0,0,0,5,21,4.20,0,1,1,1,1.00,1,0,0,1,,,8,9.2,9.2,8.7,,126,,6.0,0.0
454,441,Tyree Jackson,PHI,TE,24,9,3,0,0,0,0,0,0,0,,0,7,3,22,7.33,1,0,0,1,,,8,11.2,11.2,9.7,,82,,3.0,0.0
455,442,Chris Myarick,NYG,TE,26,8,3,0,0,0,0,0,0,0,,0,6,3,17,5.67,1,0,0,1,,,8,10.7,10.7,9.2,,84,,3.0,0.0
456,443,Dezmon Patmon,IND,WR,23,8,0,0,0,0,0,0,0,0,,0,4,2,21,10.50,1,0,0,1,,,8,10.1,10.1,9.1,,169,,2.0,0.0
457,444,Drew Sample,CIN,TE,25,17,8,0,0,0,0,0,0,0,,0,15,11,81,7.36,0,0,0,0,,,8,19.1,19.1,13.6,,83,,11.0,0.7272727272727273
459,446,Preston Williams,MIA,WR,24,8,3,0,0,0,0,0,1,7,7.00,0,16,6,71,11.83,0,0,0,0,,,8,13.8,13.8,10.8,,170,,7.0,0.0
461,448,Josh Oliver,BAL,TE,24,14,1,0,0,0,0,0,0,0,,0,15,9,66,7.33,0,1,0,0,,,7,15.6,15.6,11.1,,85,,9.0,0.0
462,449,Andre Roberts,2TM,WR,33,16,0,0,0,0,0,0,3,19,6.33,0,2,1,35,35.00,0,3,2,1,,,7,8.4,10.4,7.9,,172,,4.0,0.0
465,451,Jonathan Ward,ARI,RB,24,13,0,0,0,0,0,0,9,33,3.67,0,4,3,34,11.33,0,0,0,0,,,7,9.7,9.7,8.2,,128,,12.0,0.5833333333333334
466,452,Dede Westbrook,MIN,WR,28,15,0,0,0,0,0,0,0,0,,0,15,10,68,6.80,0,2,0,0,,,7,16.8,16.8,11.8,,173,,10.0,0.7
468,454,Mike Boone,DEN,RB,26,8,0,0,0,0,0,0,4,35,8.75,0,2,2,22,11.00,0,0,0,0,,,6,7.7,7.7,6.7,,130,,6.0,0.0
470,456,Alex Erickson,CAR,WR,29,17,0,0,0,0,0,0,0,0,,0,4,3,55,18.33,0,0,0,0,,,6,8.5,8.5,7.0,,181,,3.0,0.0
471,457,Luke Farrell,JAX,TE,24,15,4,0,0,0,0,0,0,0,,0,11,7,56,8.00,0,1,0,0,,,6,12.6,12.6,9.1,,86,,7.0,0.0
472,458,Penny Hart,SEA,WR,25,17,0,0,0,0,0,0,0,0,,0,12,7,59,8.43,0,0,0,0,,,6,12.9,12.9,9.4,,177,,7.0,0.0
473,459,Dax Milne,WAS,WR,22,13,1,0,0,0,0,0,1,1,1.00,0,14,9,83,9.22,0,1,1,0,,,6,15.4,16.4,10.9,,175,,10.0,0.6
476,462,Amari Rodgers,GNB,WR,22,16,1,0,0,0,0,0,1,11,11.00,0,8,4,45,11.25,0,2,0,0,,,6,9.6,9.6,7.6,,180,,5.0,0.0
479,465,Jaelon Darden,TAM,WR,22,9,0,0,0,0,0,0,1,11,11.00,0,12,6,43,7.17,0,0,0,0,,,5,11.4,11.4,8.4,,182,,7.0,0.0
482,468,Tre' McKitty,LAC,TE,22,11,4,0,0,0,0,0,0,0,,0,8,6,45,7.50,0,0,0,0,,,5,10.5,10.5,7.5,,88,,6.0,0.0
485,471,Mike Thomas,CIN,WR,27,12,1,0,0,0,0,0,0,0,,0,11,5,52,10.40,0,0,0,0,,,5,10.2,10.2,7.7,,183,,5.0,0.0
486,472,Charlie Woerner,SFO,TE,24,17,3,0,0,0,0,0,0,0,,0,6,5,52,10.40,0,0,0,0,,,5,10.2,10.2,7.7,,87,,5.0,0.0
487,473,JJ Arcega-Whiteside,PHI,WR,25,16,2,0,0,0,0,0,0,0,,0,5,2,36,18.00,0,0,0,0,,,4,5.6,5.6,4.6,,192,,2.0,0.0
488,474,Kalen Ballage,PIT,RB,26,17,0,0,0,0,0,0,12,36,3.00,0,7,2,8,4.00,0,0,0,0,,,4,6.4,6.4,5.4,,135,,14.0,0.2857142857142857
489,475,Kendall Blanton,LAR,TE,26,11,2,0,0,0,0,0,0,0,,0,7,4,37,9.25,0,1,0,0,,,4,7.7,7.7,5.7,,92,,4.0,0.0
490,476,Pharoh Cooper,NYG,WR,26,8,0,0,0,0,0,0,1,3,3.00,0,11,4,33,8.25,0,0,0,0,,,4,7.6,7.6,5.6,,193,,5.0,0.0
491,477,Tyler Davis,GNB,TE,24,14,0,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,0,0,0,,,4,7.5,7.5,5.5,,94,,4.0,0.0
493,479,Darren Fells,2TM,TE,35,9,5,0,0,0,0,0,0,0,,0,5,4,43,10.75,0,0,0,0,,,4,8.3,8.3,6.3,,89,,4.0,0.0
495,480,Garrett Griffin,NOR,TE,27,13,6,0,0,0,0,0,0,0,,0,4,4,39,9.75,0,1,0,0,,,4,7.9,7.9,5.9,,91,,4.0,0.0
496,481,Parker Hesse,ATL,TE,26,8,1,0,0,0,0,0,0,0,,0,6,5,43,8.60,0,0,0,0,,,4,9.3,9.3,6.8,,90,,5.0,0.0
497,482,Jakob Johnson,NWE,RB,27,17,6,0,0,0,0,0,0,0,,0,5,4,43,10.75,0,0,0,0,,,4,8.3,8.3,6.3,,136,,4.0,0.0
499,484,Gunner Olszewski,NWE,WR,25,16,0,0,0,0,0,0,1,9,9.00,0,3,2,31,15.50,0,3,0,0,,,4,6.0,6.0,5.0,,186,,3.0,0.0
501,486,Willie Snead,2TM,WR,29,9,0,0,0,0,0,0,0,0,,0,8,4,38,9.50,0,0,0,0,,,4,7.8,7.8,5.8,,189,,4.0,0.0
503,488,Trevon Wesco,NYJ,TE,26,12,7,0,0,0,0,0,0,0,,0,5,3,35,11.67,0,0,0,0,,,4,6.5,6.5,5.0,,95,,3.0,0.0
506,491,Kenny Yeboah,NYJ,TE,23,9,0,0,0,0,0,0,0,0,,0,3,2,36,18.00,0,0,0,0,,,4,5.6,5.6,4.6,,93,,2.0,0.0
507,492,Christian Blake,ATL,WR,25,16,0,0,0,0,0,0,0,0,,0,9,4,25,6.25,0,0,0,0,,,3,6.5,6.5,4.5,,203,,4.0,0.0
508,493,Daniel Brown,NYJ,WR,29,12,0,0,0,0,0,0,0,0,,0,2,2,29,14.50,0,0,0,0,,,3,4.9,4.9,3.9,,200,,2.0,0.0
509,494,Dominique Dafney,GNB,TE,24,10,2,0,0,0,0,0,0,0,,0,4,2,34,17.00,0,0,0,0,,,3,5.4,5.4,4.4,,96,,2.0,0.0
510,495,Reggie Gilliam,BUF,RB,24,16,5,0,0,0,0,0,3,3,1.00,0,5,3,23,7.67,0,0,0,0,,,3,5.6,5.6,4.1,,140,,6.0,0.0
513,498,Kylin Hill,GNB,RB,23,8,0,0,0,0,0,0,10,24,2.40,0,2,1,5,5.00,0,0,0,0,,,3,3.9,3.9,3.4,,138,,11.0,0.2727272727272727
517,502,Jake Kumerow,BUF,WR,29,15,2,0,0,0,0,0,0,0,,0,6,2,28,14.00,0,0,0,0,,,3,4.8,4.8,3.8,,201,,2.0,0.0
518,503,Gabe Nabers,LAC,RB,24,10,1,0,0,0,0,0,3,8,2.67,0,3,3,17,5.67,0,0,0,0,,,3,5.5,5.5,4.0,,141,,6.0,0.0
519,504,Colby Parkinson,SEA,TE,22,14,1,0,0,0,0,0,0,0,,0,8,5,33,6.60,0,0,0,0,,,3,8.3,8.3,5.8,,98,,5.0,0.0
521,506,Kaden Smith,NYG,TE,24,9,4,0,0,0,0,0,0,0,,0,3,3,33,11.00,0,0,0,0,,,3,6.3,6.3,4.8,,99,,3.0,0.0
522,507,Jeremy Sprinkle,DAL,TE,27,17,4,0,0,0,0,0,0,0,,0,3,3,31,10.33,0,0,0,0,,,3,6.1,6.1,4.6,,101,,3.0,0.0
524,509,Dwayne Washington,NOR,RB,27,14,0,0,0,0,0,0,4,16,4.00,0,2,2,12,6.00,0,0,0,0,,,3,4.8,4.8,3.8,,139,,6.0,0.0
526,510,Cody White,PIT,WR,23,15,0,0,0,0,0,0,0,0,,0,6,5,33,6.60,0,0,0,0,,,3,8.3,8.3,5.8,,198,,5.0,0.0
529,513,Nick Bawden,NYJ,RB,25,9,1,0,0,0,0,0,0,0,,0,1,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,146,,1.0,0.0
533,517,Cethan Carter,MIA,TE,26,16,1,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,0,0,0,,,2,3.6,3.6,2.6,,103,,2.0,0.0
537,521,Tyron Johnson,2TM,WR,25,10,0,0,0,0,0,0,0,0,,0,5,2,16,8.00,0,0,0,0,,,2,3.6,3.6,2.6,,210,,2.0,0.0
538,522,Marcus Kemp,KAN,WR,26,16,0,0,0,0,0,0,0,0,,0,5,2,24,12.00,0,0,0,0,,,2,4.4,4.4,3.4,,204,,2.0,0.0
548,532,Jack Stoll,PHI,TE,23,16,5,0,0,0,0,0,0,0,,0,5,4,22,5.50,0,0,0,0,,,2,6.2,6.2,4.2,,102,,4.0,0.0
550,534,Tylan Wallace,BAL,WR,22,17,1,0,0,0,0,0,0,0,,0,6,2,23,11.50,0,0,0,0,,,2,4.3,4.3,3.3,,206,,2.0,0.0
551,535,Derek Watt,PIT,RB,29,17,4,0,0,0,0,0,1,1,1.00,0,3,3,15,5.00,0,0,0,0,,,2,4.6,4.6,3.1,,150,,4.0,0.0
552,536,Mitchell Wilcox,CIN,TE,25,15,1,0,0,0,0,0,0,0,,0,5,3,16,5.33,0,0,0,0,,,2,4.6,4.6,3.1,,104,,3.0,0.0
557,540,Miles Boykin,BAL,WR,25,8,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,221,,1.0,0.0
558,541,Gary Brightwell,NYG,RB,22,13,0,0,0,0,0,0,1,4,4.00,0,1,1,6,6.00,0,0,0,0,,,1,2.0,2.0,1.5,,158,,2.0,0.0
561,544,Damarea Crockett,DEN,RB,24,12,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,160,,3.0,0.0
562,545,Frank Darby,ATL,WR,24,10,0,0,0,0,0,0,0,0,,0,4,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,211,,1.0,0.0
565,548,Jake Funk,LAR,RB,23,10,0,0,0,0,0,0,2,5,2.50,0,0,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,161,,2.0,0.0
567,550,Demetrius Harris,ARI,TE,30,14,4,0,0,0,0,0,0,0,,0,6,3,10,3.33,0,0,0,0,,,1,4.0,4.0,2.5,,108,,3.0,0.0
569,552,Buddy Howell,LAR,RB,25,10,0,0,0,0,0,0,5,11,2.20,0,0,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,156,,5.0,0.0
570,553,Andy Isabella,ARI,WR,25,8,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,214,,1.0,0.0
576,559,Jaydon Mickens,2TM,WR,27,11,0,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,1,0,0,,,1,3.0,3.0,2.0,,219,,2.0,0.0
577,560,Stanley Morgan Jr.,CIN,WR,25,17,1,0,0,0,0,0,1,3,3.00,0,4,2,11,5.50,0,0,0,0,,,1,3.4,3.4,2.4,,212,,3.0,0.0
579,562,Ryan Nall,CHI,RB,26,9,0,0,0,0,0,0,1,4,4.00,0,1,1,4,4.00,0,0,0,0,,,1,1.8,1.8,1.3,,159,,2.0,0.0
585,568,Luke Stocker,MIN,TE,33,12,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,0,0,,,1,3.2,3.2,2.2,,106,,2.0,0.0
586,569,Eric Tomlinson,BAL,TE,29,17,7,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,114,,1.0,0.0
596,578,Tutu Atwell,LAR,,22,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,228,,0.0,0.0
600,582,Andrew Beck,DEN,,25,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,117,,0.0,0.0
601,583,Nick Bellore,SEA,RB,32,17,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,162,,1.0,0.0
609,591,Dan Chisena,MIN,,24,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,232,,0.0,0.0
616,598,Darrell Daniels,ARI,TE,27,15,4,0,0,0,0,0,0,0,,0,4,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,120,,1.0,0.0
628,609,Cullen Gillaspia,NYG,,26,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,170,,0.0,0.0
629,610,Justin Hardee,NYJ,,27,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,241,,0.0,0.0
630,611,Clark Harris,CIN,,37,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,124,,0.0,0.0
632,613,Jacob Harris,LAR,,24,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,125,,0.0,0.0
633,614,Daniel Helm,LVR,TE,26,9,1,0,0,0,0,0,0,0,,0,2,1,-1,-1.00,0,0,0,0,,,,0.9,0.9,0.4,,144,,1.0,0.0
638,619,J.P. Holtz,CHI,,28,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,127,,0.0,0.0
643,624,Taiwan Jones,BUF,,33,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,173,,0.0,0.0
653,633,Matthew Orzech,LAR,,26,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,132,,0.0,0.0
657,637,Giovanni Ricci,CAR,,25,16,1,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,133,,0.0,0.0
662,642,Matthew Slater,NWE,,36,17,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,250,,0.0,0.0
665,645,Nate Solder,NYG,,33,16,16,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,135,,0.0,0.0
668,648,Colin Thompson,CAR,,28,11,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,138,,0.0,0.0
681,660,Khari Blasingame,TEN,RB,25,11,3,0,0,0,0,0,3,6,2.00,0,2,2,4,2.00,0,1,1,0,,,-1,1.0,2.0,,,178,,5.0,0.0
683,662,Feleipe Franks,ATL,QB,24,9,0,0,1,0,0,1,3,6,2.00,0,0,0,0,,0,0,0,0,,,-1,-1.4,-0.4,-0.4,,83,,3.0,0.0
684,663,Racey McMath,TEN,WR,22,9,0,0,0,0,0,0,0,0,,0,6,2,8,4.00,0,1,1,0,,,-1,0.8,1.8,-0.2,,259,,2.0,0.0
685,664,Malik Taylor,GNB,WR,26,10,0,0,0,0,0,0,0,0,,0,3,2,14,7.00,0,1,1,0,,,-1,1.4,2.4,0.4,,258,,2.0,0.0
687,666,Travis Benjamin,SFO,,32,10,0,0,0,0,0,0,0,0,,0,5,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,260,,0.0,0.0
688,667,Trenton Cannon,2TM,RB,27,12,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,1,1,0,,,-2,-1.6,-0.6,-1.6,,179,,3.0,0.0
691,670,Diontae Spencer,DEN,WR,29,15,0,0,0,0,0,0,0,0,,0,4,1,-3,-3.00,0,2,2,0,,,-4,-3.3,-1.3,-3.8,,261,,1.0,0.0
